 1.628000000000e-10 -2.411371086013e-01 
 1.728000000000e-10 -3.745255924116e-02 
 1.828000000000e-10  1.789428987452e-01 
 1.928000000000e-10  3.769558934840e-01 
 2.028000000000e-10  5.255858783541e-01 
 2.128000000000e-10  6.150086513683e-01 
 2.228000000000e-10  6.463506095909e-01 
 2.328000000000e-10  6.202014565113e-01 
 2.428000000000e-10  5.417075102450e-01 
 2.528000000000e-10  4.161519970610e-01 
 2.628000000000e-10  2.448960905686e-01 
 2.728000000000e-10  3.892968213965e-02 
 2.828000000000e-10 -1.791505445505e-01 
 2.928000000000e-10 -3.778686664383e-01 
 3.028000000000e-10 -5.268093330033e-01 
 3.128000000000e-10 -6.159877416348e-01 
 3.228000000000e-10 -6.476195951568e-01 
 3.328000000000e-10 -6.216667221790e-01 
 3.428000000000e-10 -5.435382878554e-01 
 3.528000000000e-10 -4.178448923887e-01 
 3.628000000000e-10 -2.466531390426e-01 
 3.728000000000e-10 -4.041876256606e-02 
 3.828000000000e-10  1.777092594525e-01 
 3.928000000000e-10  3.768542192180e-01 
 4.028000000000e-10  5.260351926041e-01 
 4.128000000000e-10  6.156923491854e-01 
 4.228000000000e-10  6.475364165656e-01 
 4.328000000000e-10  6.220253224816e-01 
 4.428000000000e-10  5.439681165412e-01 
 4.528000000000e-10  4.184919515643e-01 
 4.628000000000e-10  2.472032785778e-01 
 4.728000000000e-10  4.108392377197e-02 
 4.828000000000e-10 -1.772209974541e-01 
 4.928000000000e-10 -3.763464849454e-01 
 5.028000000000e-10 -5.257893585276e-01 
 5.128000000000e-10 -6.154751208437e-01 
 5.228000000000e-10 -6.475677164184e-01 
 5.328000000000e-10 -6.220637777790e-01 
 5.428000000000e-10 -5.441970040997e-01 
 5.528000000000e-10 -4.186454653208e-01 
 5.628000000000e-10 -2.474812841152e-01 
 5.728000000000e-10 -4.124875776275e-02 
 5.828000000000e-10  1.769646369358e-01 
 5.928000000000e-10  3.762321495571e-01 
 6.028000000000e-10  5.256270530622e-01 
 6.128000000000e-10  6.154644314175e-01 
 6.228000000000e-10  6.475079392204e-01 
 6.328000000000e-10  6.221477255403e-01 
 6.428000000000e-10  5.442104878297e-01 
 6.528000000000e-10  4.187701859554e-01 
 6.628000000000e-10  2.475138621783e-01 
 6.728000000000e-10  4.137738638918e-02 
 6.828000000000e-10 -1.769383615791e-01 
 6.928000000000e-10 -3.761265802968e-01 
 7.028000000000e-10 -5.256298366366e-01 
 7.128000000000e-10 -6.153992750277e-01 
 7.228000000000e-10 -6.475476374408e-01 
 7.328000000000e-10 -6.221164421539e-01 
 7.428000000000e-10 -5.442762390873e-01 
 7.528000000000e-10 -4.187551150856e-01 
 7.628000000000e-10 -2.475858208222e-01 
 7.728000000000e-10 -4.136415856981e-02 
 7.828000000000e-10  1.768699557901e-01 
 7.928000000000e-10  3.761440347995e-01 
 8.028000000000e-10  5.255765528630e-01 
 8.128000000000e-10  6.154291154928e-01 
 8.228000000000e-10  6.475082015932e-01 
 8.328000000000e-10  6.221591874056e-01 
 8.428000000000e-10  5.442468649409e-01 
 8.528000000000e-10  4.188025713318e-01 
 8.628000000000e-10  2.475593730203e-01 
 8.728000000000e-10  4.141194467582e-02 
 8.828000000000e-10 -1.768965906206e-01 
 8.928000000000e-10 -3.761014263264e-01 
 9.028000000000e-10 -5.256047249426e-01 
 9.128000000000e-10 -6.153930400649e-01 
 9.228000000000e-10 -6.475410523019e-01 
 9.328000000000e-10 -6.221273229309e-01 
 9.428000000000e-10 -5.442828742825e-01 
 9.528000000000e-10 -4.187734552047e-01 
 9.628000000000e-10 -2.475958588134e-01 
 9.728000000000e-10 -4.138326223977e-02 
 9.828000000000e-10  1.768611473522e-01 
 9.928000000000e-10  3.761288017358e-01 
 1.000000000000e-09  4.898465656484e-01 
